Date,exposed,n_worm_exp,Worm,Pop,Family,Name,RNAseq,FishID,Sex,worm_present,n_worms_found,avg_worm_mass,total_worm_mass,HK_count,weight,length,Freq Gran,Freq Lymph,Gran1,Gran2,Gran3,Gran4,Lobed_Gran,Lymph1,Lymph2,Lymph3,Lymph4,ISlymph,ISprecur,ISmyeloid,ISeos,Gran_bead1,Gran_ bead2,Gran_bead3,Lymph_bead1,Lymph_bead2,Lymph_bead3,A_Freq Gran,A_Freq Lymph,ROS1,ROS2,ROS3,ROS4,PMAhi,PMAlow,MFI_DHR,avg_spots_per_area,average_spot_size,avg_freq_pigmented,avg_CV,lymph,precursor,myeloid,eosinophil,BG_ROS_L,BG_ROS_G,PMA_ROS_L,PMA_ROS_G,BG_Lhi_MFI,BG_Llow_MFI,BG_Ladj_MFI,BG_Ghi_MFI,BG_Glo_MFI,BG_Gadj_MFI,P_Lhi_MFI,P_Llo_MFI,P_Ladj_MFI,P_Ghi_MFI,P_Glo_MFI,P_Gadj_MFI,NOTES
2/27/2014,T,5,Gos,RR,RR44,E5,Yes,RR44E5,F,F,0,NA,NA,4.186,1.94,56,42.0949,56.2582,37.7673,33.855,17.8925,10.4851,62.2326,48.5558,37.0023,6.6354,7.8064,49.4839,3.3333,32.5161,0.8387,6.72,1.12,1.38,6.06,0.98,0.61,24.4,71.1,7.7,22.8,0.94,54.3,28.3,67.5,,0.007986171,9.5996,7.561581082,,46.9,11.2,22.5,0.42,2.19,22.5,13.6,82.9,386340,43650,342690,414000,108593,305407,1660000,37966,1622034,1290000,138207,1151793,
7/9/2014,F,0,Echo,RR,RR52,C1,Yes,RR52C1,M,F,0,NA,NA,0.558,1.46,49.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,1.11,0.5,5.5,0.85,0.25,28.8,60.4,3.83,25.3,0.32,59.1,36.6,59.7,,,,,,31.6,3.21,14.3,1.91,0.13,11.1,5.94,62.7,648000,25681,622319,246651,56012,190639,1060000,25474,1034526,954000,81718,872282,
7/9/2014,F,0,Echo,RR,RR52,C2,Yes,RR52C2,M,F,0,NA,NA,1.479,1.69,48.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.38,0.83,1.38,5.99,0.69,0.32,13.4,81.3,2.41,7.19,10.2,71.8,30.2,67,,,,,,52.7,4.03,7.22,0.72,7.04,36,18.5,81.7,942000,27629,914371,954000,72344,881656,942000,31850,910150,950000,72050,877950,
7/9/2014,T,5,Echo,RR,RR52,E1,Yes,RR52E1,F,F,0,NA,NA,2.08,1.82,54.89,44.7268,49.0788,42.6136,28.9773,16.4773,11.9318,57.3864,52.8155,28.3495,9.9676,8.8026,39.4219,9.3393,27.1919,3.0496,9.4,1.66,1.1,5.86,0.7,0.1,18.6,79.8,4.08,14.6,0.15,72.3,17.2,79.8,,,,,,68.5,3.37,15.1,0.32,0.1,18.4,5.92,78.9,916000,19405,896595,247654,52916,194738,1620000,22009,1597991,1700000,126710,1573290,
7/9/2014,T,5,Echo,RR,RR52,E2,Yes,RR52E2,M,F,0,NA,NA,0.78,1.91,55.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.77,1.21,0.77,5.53,0.87,0.26,27.4,60.7,4.17,18.7,1.56,61.9,26.1,69.8,,,,,,34.2,2.64,15,2.12,0.97,14,6.06,54.6,894000,20962,873038,269704,59048,210656,1250000,23486,1226514,1260000,79105,1180895,
7/9/2014,T,5,Echo,RR,RR52,E4,Yes,RR52E4,M,T,5,0.1,0.5,1.0816,1.21,48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,2.08,0.74,5.1,0.71,0.32,27,60.6,3.96,21.4,2.76,56.9,40.8,53.8,,,,,,25.1,4.45,12.1,1.33,0.88,15.1,10.7,58.2,817000,23582,793418,313436,58333,255103,1060000,24460,1035540,1020000,83056,936944,
4/29/2014,F,0,UBC,GG,GG12,C1,No,GG12C1,M,F,0,NA,NA,5.796,2.71,57.49,47.0903,50.9777,28.3243,46.7622,15.8181,9.0954,71.6757,48.4018,35.1598,8.4932,7.9452,44.5996,4.2132,41.527,0.7216,8.12,0.72,0.053,5.11,0.45,0.047,42,53.3,7.62,30.9,2.76,46.6,38.1,58.7,,,,,,32.1,5.11,36.4,1.19,3.74,16.8,11.4,86.2,865000,37927,827073,326428,82719,243709,695000,40804,654196,527000,72638,454362,
4/29/2014,F,0,UBC,GG,GG12,C2,No,GG12C2,M,F,0,NA,NA,2.7776,2.36,58.45,46.965,51.5759,31.0688,45.2775,14.2502,9.4035,68.9312,38.6269,44.9264,6.4881,9.9585,47.7237,2.5097,41.284,0.5058,8.31,0.74,0.15,5.86,0.45,0.08,30.2,65.5,4.17,27.2,0.68,57.3,27.5,67.9,,,,,,40.1,4.85,26,0.74,1.15,11.3,7.24,78.7,659000,34826,624174,330430,81057,249373,641000,44799,596201,517000,55333,461667,
4/29/2014,T,5,UBC,GG,GG12,E1,No,GG12E1,F,F,0,NA,NA,1.643,1.94,61.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.35,0.85,0.14,6.07,0.47,0.083,33.9,60.9,5.17,29.1,1.15,52.8,36.3,60.1,,,,,,33.5,6.18,28.6,0.96,1.71,13,16.4,83,791000,47228,743772,327757,69747,258010,1110000,43720,1066280,785000,59048,725952,
4/29/2014,T,5,UBC,GG,GG12,E2,No,GG12E2,F,F,0,NA,NA,2.346,1.85,61.81,44.4517,53.1379,44.8461,37.0298,11.0894,7.0347,55.1539,43.4818,43.3183,4.7405,8.4593,48.5342,2.7579,35.874,0.7166,8.69,0.94,0.16,6.17,0.53,0.076,37.5,56.1,6.22,32.1,0.93,48.4,34.8,61.1,,,,,,30.8,4.78,30.5,1.64,1.26,11.7,10.6,81.9,698000,37773,660227,303416,71178,232238,782000,38392,743608,662000,58097,603903,
4/29/2014,T,5,UBC,GG,GG12,E3,No,GG12E3,F,F,0,NA,NA,1.708,1.83,57.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.28,0.71,0.13,5.21,0.44,0.058,43.9,52.1,6.21,36.8,1.22,44.3,44.2,51.9,,,,,,32.7,5.22,39.3,0.84,2.02,10.5,14.8,89.5,1220000,36123,1183877,294911,72638,222273,579000,44436,534564,576000,80728,495272,
4/29/2014,T,5,UBC,GG,GG12,E4,No,GG12E4,F,F,0,NA,NA,3.339,2.84,68.17,38.8523,59.6599,31.674,44.8578,15.2079,8.2604,68.3261,30.9939,47.3815,5.6288,15.9957,54.3252,2.1679,33.4113,0.4888,8.23,0.77,0.12,6.76,0.6,0.11,34.6,60.5,5.53,28.8,0.85,52.5,31.2,64.5,,,,,,33.6,4.27,30,0.88,1.43,13.7,8.29,81.9,791000,48001,742999,323787,78147,245640,625000,50399,574601,521000,63527,457473,
4/29/2014,T,5,UBC,GG,GG12,E5,No,GG12E5,F,F,0,NA,NA,2.337,2.46,61.83,52.0086,46.4433,36.9631,43.8583,12.9992,6.1794,63.0369,37.2574,39.7468,7.8903,15.1055,41.1719,3.0178,45.7378,0.2352,8.18,0.73,0.13,6.22,0.51,0.098,43.2,52.5,6.06,35.9,1.08,46,41.7,53.7,,,,,,32.1,4.19,37.4,0.96,1.76,11.3,11.1,88.6,1140000,50194,1089806,309641,74733,234908,563000,44799,518201,492000,68345,423655,
5/5/2014,T,5,UBC,GG,GG13,E1,No,GG13E1,M,F,0,NA,NA,1.408,2.61,64.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.79,0.93,0.32,4.83,0.39,0.053,16.3,79.3,4.14,12.2,0.29,68.3,33.7,61.8,,,,,,52.5,4.6,9.6,1,0.86,22.3,23.4,82.6,371733,37014,334719,338581,72934,265647,1030000,20624,1009376,977000,68345,908655,
5/6/2014,F,0,UBC,GG,GG14,C1,No,GG14C1,F,F,0,NA,NA,2.064,2.3,64.08,28.7451,69.4318,33.1924,41.0148,16.4905,9.3023,66.8076,33.9606,50.5033,3.5449,11.9912,64.327,2.0662,22.1817,0.6685,6.56,0.49,0.15,4.53,0.32,0.074,30,65.6,5.77,24.3,0.19,54.6,48.4,47.1,,,,,,36.2,6.44,22.8,1.29,0.79,19.1,33.9,84.8,367231,41980,325251,294911,78465,216446,954000,35253,918747,869000,73230,795770,
5/6/2014,T,5,UBC,GG,GG14,E1,No,GG14E1,M,F,0,NA,NA,6.9692,2.92,65.84,40.4038,58.1124,26.4901,51.1138,13.7267,8.6695,73.51,42.4864,40.6865,5.7765,11.0506,52.7609,2.8217,35.2226,1.046,5.64,0.49,0.17,4.45,0.32,0.072,29.8,68.5,3.65,23.6,0.066,61.6,35,57,,,,,,49.2,6.59,25.9,0.43,0.38,14,11.8,88.1,371733,32109,339624,257920,67792,190128,1340000,52916,1287084,534000,94968,439032,
5/6/2014,T,5,UBC,GG,GG14,E2,No,GG14E2,M,F,0,NA,NA,4.293,2.82,62.89,26.8604,71.3312,32.8918,45.0331,14.7903,7.2848,67.1082,51.0806,32.0865,7.4397,9.3932,64.3937,3.9727,21.0792,0.8598,6.84,0.92,0.37,4.04,0.39,0.096,21.3,76.9,2.66,18.4,0.11,62.8,49.4,39.7,,,,,,57.7,6.02,17.7,0.46,0.31,12.4,37.6,88.3,390299,25268,365031,264282,61746,202536,1700000,12823,1687177,1030000,67792,962208,
5/6/2014,T,5,UBC,GG,GG14,E3,No,GG14E3,F,F,0,NA,NA,3.2256,2.59,64.01,28.6815,68.9513,37.428,39.4434,14.4914,8.6372,62.572,44.1916,40.519,5.9082,9.3812,61.079,3.248,22.5158,0.4955,6.32,0.73,0.32,4.52,0.32,0.063,25.6,71.5,3.96,21.8,0.082,58.5,48.2,45.7,,,,,,43.6,11.3,20.1,0.55,0.65,19,35.5,73,367231,45348,321883,286645,78785,207860,1310000,60015,1249985,821000,106839,714161,
5/6/2014,T,5,UBC,GG,GG14,E4,No,GG14E4,F,F,0,NA,NA,9.295,2.13,61.87,60.0324,35.5062,32.1525,37.1968,20.1001,10.5506,67.8475,43.8802,34.3099,11.7839,10.026,26.5834,5.8715,49.5377,0.601,5.81,0.52,0.18,3.47,0.29,0.072,58.9,37.2,8.06,52.8,0.37,23.2,71.9,24.8,,,,,,15.2,15.7,48.1,0.54,3.44,14.3,60.8,91.3,388717,52916,335801,302186,73828,228358,1040000,47420,992580,851000,95743,755257,
3/20/2014,T,5,Echo,GG,GG15,E4,No,GG15E4,F,F,0,NA,NA,8.8,3.52,68.64,63.485,33.9233,32.6585,35.8115,20.6439,10.8862,67.3416,44.7205,37.0807,9.441,8.7578,30.8759,3.8227,54.4423,0.7771,7.23,0.67,0.17,6.83,0.34,0.085,48.6,47.7,7.84,36.9,1.21,40.7,46.1,50.3,,0.000860324,97.9654,7.583063641,0.412149753,30.9,10.1,42.5,0.24,2.54,17.9,16.8,91.4,761000,35040,725960,292056,85629,206427,1520000,47962,1472038,1020000,101263,918737,
3/20/2014,T,5,Echo,GG,GG15,E5,No,GG15E5,F,F,0,NA,NA,6.042,2.34,62.39,45.4318,52.9717,29.5936,36.7909,21.1685,12.4471,70.4065,46.5142,36.093,8.3152,9.0777,46.1538,3.233,37.6626,0.7432,8.38,0.94,0.2,6.48,0.47,0.05,30.9,62.7,5.5,29.7,0.66,50.4,30.6,64.3,,0.000326349,194.5146,6.24271308,0.431450129,39.6,13.5,22.1,0.58,1.25,18.8,17.2,70.7,462000,31016,430984,347860,78194,269666,1170000,39314,1130686,1090000,89295,1000705,
5/22/2014,T,5,UBC,GG,GG17,E2,No,GG17E2,M,F,0,NA,NA,5.28,2.27,55.6,45.1232,52.8856,26.2528,46.896,17.801,9.0501,73.7471,56.4135,30.9509,7.1474,5.4882,44.9544,5.4337,37.057,1.3162,12,2.07,1.26,5.41,0.41,0.083,36,60.6,8.77,20.6,0.48,53.7,32.9,59.9,,,,,,43.8,5.61,28,0.89,1.34,30.9,14.3,81.3,396691,25474,371217,305891,84760,221131,1250000,20540,1229460,862000,74430,787570,Media contaminated
5/15/2014,F,0,UBC,GG,GG20,C1,No,GG20C1,F,F,0,NA,NA,2.592,3.62,67.62,41.7966,55.5373,33.5623,45.3386,13.9352,7.1639,66.4377,61.743,24.5938,7.5332,6.13,43.9295,7.3831,34.0443,0.5332,12.8,2.48,1.39,7.46,0.61,0.17,35.4,61.9,6.24,25.6,0.27,52.3,30.7,61.1,,,,,,46.5,4.09,30.7,0.58,0.94,17.7,11.3,82.8,379359,26638,352721,251711,82719,168992,547000,25474,521526,558000,68902,489098,Media contaminated
5/15/2014,F,0,UBC,GG,GG20,C2,No,GG20C2,F,F,0,NA,NA,4.576,3.59,67.29,55.7176,42.0235,24.4932,51.7736,14.9916,8.7416,75.5068,51.2318,35.8343,5.8231,7.1109,36.6588,3.7176,50.7059,0.7765,10.1,1.34,0.69,6.67,0.67,0.13,35.9,61.1,4.96,29.7,0.28,53.4,33.7,62,,,,,,40.8,5.58,30.7,0.56,0.87,13.2,12.9,87.5,398306,30458,367848,262144,68068,194076,643000,30458,612542,600000,56929,543071,Media contaminated
5/15/2014,T,5,UBC,GG,GG20,E1,No,GG20E1,M,F,0,NA,NA,6.93,3.85,69.61,41.1658,56.9513,29.5739,47.8697,14.2857,8.2707,70.4261,58.9221,28.8496,5.933,6.2953,49.2649,4.5396,34.3565,1.0317,10.8,1.25,0.54,7.14,0.58,0.082,32.8,64.4,3.01,25,0.2,55.1,33,60.4,,,,,,45,6.12,27.4,0.69,0.5,10.8,14.9,81,379359,22735,356624,261082,58571,202511,1220000,19643,1200357,675000,62503,612497,Media contaminated
5/15/2014,T,5,UBC,GG,GG20,E2,No,GG20E2,M,F,0,NA,NA,6.552,4.15,71.61,29.7984,67.4882,33.584,46.7836,12.949,6.6834,66.416,58.9819,31.6488,4.9797,4.3895,60.8912,3.286,23.8735,1.2447,9.01,1.57,0.7,6.57,0.53,0.095,30.7,65.5,2.79,22.5,0.2,57.4,33.7,59.6,,,,,,41.1,7.84,24.3,1.26,0.41,11.4,18.7,76.4,385572,27968,357604,267522,56468,211054,1360000,27184,1332816,938000,61247,876753,Media contaminated
5/15/2014,T,5,UBC,GG,GG20,E3,No,GG20E3,M,F,0,NA,NA,3.025,2.19,59.01,52.6234,46.0067,25.7367,51.8664,13.7033,8.6935,74.2632,54.6629,28.5393,7.6404,9.1573,39.054,4.5748,45.7483,1.4991,12.8,2.24,0.99,7.18,0.65,0.1,50.4,47.5,5.98,37.5,0.27,38.9,49.7,44,,,,,,32.2,4.78,44.9,0.61,0.79,13.6,18.3,92.4,371733,26638,345095,255833,65892,189941,633000,39983,593017,681000,82719,598281,Media contaminated
5/15/2014,T,5,UBC,GG,GG20,E4,No,GG20E4,F,F,0,NA,NA,2.622,2.6,66.15,30.0649,66.8603,38.2955,42.6136,12.1591,6.9318,61.7045,44.9157,43.9448,4.3945,6.745,58.9682,3.6556,23.0953,0.4783,11.5,1.5,0.79,6.49,0.41,0.07,36.5,58.8,4.86,29.3,0.17,45.8,38.5,53.3,,,,,,29.5,8.5,28.8,0.93,0.57,13.8,18.4,78.7,364260,40804,323456,247654,78147,169507,985000,45718,939282,620000,58809,561191,Media contaminated
5/15/2014,T,5,UBC,GG,GG20,E5,No,GG20E5,M,F,0,NA,NA,3.168,2.44,61.98,27.8561,70.2151,28.4953,45.4061,12.2503,13.8482,71.5046,62.599,27.2055,4.9128,5.2826,59.4955,5.4896,21.6988,0.5935,10.3,1.18,0.48,6.82,0.52,0.11,27.1,70,3.51,22.9,0.2,59,30.6,63.5,,,,,,50.1,5.79,22.2,0.77,0.41,13.3,12.2,83.5,351186,28426,322760,249674,68068,181606,1190000,30831,1159169,681000,64567,616433,Media contaminated
12/19/2013,F,0,Gos,GG,GG22,C1,No,GG22C1,M,F,0,NA,NA,3.564,1.821,59.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.16,1.33,0.33,7.16,0.64,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/19/2013,T,3,Gos,GG,GG22,E1,No,GG22E1,M,F,0,NA,NA,7.4256,2.064,60.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.28,0.97,0.33,7.02,0.58,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2014,T,5,Gos,GG,GG22,E1,No,GG22E1,F,F,0,NA,NA,1.3,3.051,67.68,75.0207,21.6598,61.2832,24.2257,9.9558,4.5354,38.7169,77.7778,11.1111,6.8966,4.2146,12.6133,3.3233,70.7704,0.9063,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/19/2013,T,3,Gos,GG,GG22,E2,No,GG22E2,M,F,0,NA,NA,5.346,2.179,59.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,1.05,0.48,6.98,0.63,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2014,T,5,Gos,GG,GG22,E2,No,GG22E2,F,F,0,NA,NA,1.0672,2.132,59.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/19/2013,T,3,Gos,GG,GG22,E3,No,GG22E3,M,F,0,NA,NA,6.732,1.763,58.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,1.23,0.26,7.04,0.62,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/19/2013,T,3,Gos,GG,GG22,E4,No,GG22E4,M,F,0,NA,NA,3.078,2.955,63.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.55,0.95,0.34,7.31,0.52,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/19/2013,T,3,Gos,GG,GG22,E5,No,GG22E5,F,F,0,NA,NA,1.5204,1.566,5786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.64,0.89,0.32,7.13,0.54,0.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2014,T,5,Echo,GG,GG32,E4,No,GG32E4,M,F,0,NA,NA,3.24,2.92,62.07,34.6709,61.8673,35.0227,33.056,18.5325,13.3888,64.9773,45.231,35.6507,5.9347,13.1836,55.2321,6.6352,23.787,1.5998,12.1,1.61,1.05,6.52,0.65,0.19,17.9,77.1,4.44,15.6,0.22,65.6,34.2,62.3,,,,,,51.2,5.74,12.3,0.66,0.19,17.5,21.9,74.6,715000,21654,693346,354050,72638,281412,1520000,21047,1498953,1450000,109474,1340526,
7/10/2014,T,5,Echo,GG,GG42,E1,No,GG42E1,M,F,0,NA,NA,1.144,2.19,54.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62,0.91,0.51,2.51,0.18,0.052,23.1,71.9,2.92,17.8,0.16,67.4,22.1,74.2,,,,,,47.9,4.15,14.4,0.77,0.082,9.81,8.32,73,703000,18785,684215,285483,60260,225223,1150000,17249,1132751,1090000,55333,1034667,"LOOKS LIKE RR, NOT GG - NOT ENOUGH CELLS TO DO IMAGESTREAM"
7/10/2014,T,5,Echo,GG,GG42,E5,No,GG42E5,M,F,0,NA,NA,0.672,2.14,55.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.81,0.4,0.17,2.53,0.15,0.082,17.1,75.7,2.64,15.6,0.38,70.5,16,79.7,,,,,,49.8,2.53,9.61,1.05,0.24,8.07,6.47,55.2,1410000,19248,1390752,307136,54663,252473,1080000,18407,1061593,1000000,56012,943988,"LOOKS LIKE RR, NOT GG - NOT ENOUGH CELLS TO DO IMAGESTREAM"
7/23/2014,T,5,Echo,GG,GG47,E4,No,GG47E4,M,F,0,NA,NA,3.588,2.59,63.65,25.7962,70.3424,26.6975,40.7407,18.5957,13.966,73.3024,38.0306,45.9819,4.7255,11.262,61.6839,4.4984,18.6306,0.9355,10.3,1.44,0.55,6.8,0.66,0.18,29,66.2,3.66,29.3,0.16,50.8,30.6,61.5,,,,,,40.2,8.04,21.1,0.52,0.094,8.09,16.7,66.1,838000,29484,808516,298527,64306,234221,954000,23296,930704,623000,52916,570084,
12/13/2013,T,5,Gos,GG,GG49,E4,No,GG49E4,M,F,0,NA,NA,1.47,2.271,59.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.52,1.19,0.46,7.82,0.73,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/2013,T,5,Gos,GG,GG49,E5,No,GG49E5,F,F,0,NA,NA,2.1228,1.844,60.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.47,1.26,0.77,8.42,0.88,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/2014,F,0,Echo,GG,GG53,C1,No,GG53C1,F,F,0,NA,NA,1.56,2.36,63.17,54.8872,43.656,31.3784,32.9195,20.8476,14.8545,68.6216,33.0463,41.2271,7.0506,18.676,39.5912,2.6786,45.4417,0.6579,10.9,1.36,0.61,6.76,0.63,0.32,33.7,59.6,4.11,33.2,0.48,48.9,52.5,45.2,,,,,,32.9,5.39,23.2,0.76,0.34,7.4,35.1,89.1,715000,32901,682099,312166,65359,246807,985000,33440,951560,894000,61997,832003,
7/24/2014,F,0,Echo,GG,GG53,C2,No,GG53C2,M,F,0,NA,NA,1.342,1.59,52.03,49.637,48.9492,31.6397,38.4911,19.6305,10.2386,68.3602,47.3068,36.534,6.089,10.0703,43.3703,3.1716,42.4532,0.8789,10.1,1.03,0.36,6.74,0.66,0.16,28.2,68.5,5.88,20.8,4.95,58.2,32,65.7,,,,,,47.5,4.89,21,0.35,4.58,21.3,16.1,81.7,1060000,32503,1027497,341342,86499,254843,1360000,33713,1326287,1030000,49586,980414,
7/24/2014,T,5,Echo,GG,GG53,E1,No,GG53E1,m,F,0,NA,NA,2.394,2.29,58.68,37.1312,60.1381,34.9958,35.672,18.4277,10.9045,65.0042,51.8789,32.3069,6.5762,9.238,51.9774,3.5154,31.607,1.0986,11.2,1.51,0.55,6.66,0.67,0.21,28.3,67.3,3.74,19.5,0.53,62,28.5,67.6,,,,,,48.2,5.77,20.4,0.78,0.42,10.8,15.9,76.8,950000,19092,930908,296112,73230,222882,1220000,19803,1200197,798000,56698,741302,
7/24/2014,T,5,Echo,GG,GG53,E2,No,GG53E2,m,F,0,NA,NA,3.422,1.77,54.67,39.8066,58.6409,34.2711,35.9335,19.1816,10.6138,65.7289,47.2656,37.7604,6.8142,8.1597,53.2451,4.0214,31.153,0.6872,9.46,1.03,0.56,6.7,0.62,0.11,19.4,77.9,3.86,15.6,0.78,66.5,38.3,58.4,,,,,,58.5,6.67,14.9,0.46,0.6,14.6,26,85.7,1180000,22188,1157812,315993,70602,245391,1800000,21566,1778434,1140000,93438,1046562,
7/24/2014,T,5,Echo,GG,GG53,E3,No,GG53E3,m,F,0,NA,NA,2.352,1.56,55.49,34.6099,63.8298,29.3443,39.4262,18.6885,12.541,70.6557,54.4444,31.3333,6.8889,7.3333,56.5957,4.3972,28.9362,0.7376,10.8,1.77,0.44,6.62,0.62,0.14,18.3,77.6,2.91,15.3,0.53,69.5,31.1,66.8,,,,,,56,5.94,12.4,0.73,0.47,10.3,17.5,82.6,855000,26208,828792,305891,66971,238920,1430000,28892,1401108,1270000,115410,1154590,
7/24/2014,T,5,Echo,GG,GG53,E4,No,GG53E4,m,F,0,NA,NA,3.19,2.3,62.3,58.6107,39.5577,35.0991,32.6982,20.0838,12.1189,64.9009,46.8097,36.2507,7.7922,9.1474,34.2864,3.4845,49.5868,0.7148,10.3,0.84,0.39,6.31,0.63,0.2,34.2,61.5,5.52,30.1,0.37,49.7,50.8,46.7,,,,,,40.7,6.36,26,0.67,0.42,9.75,34.5,89,824000,31592,792408,303416,65625,237791,1580000,27742,1552258,1260000,82384,1177616,
7/24/2014,T,5,Echo,GG,GG53,E5,No,GG53E5,m,F,0,NA,NA,1.326,2.56,64.89,64.7072,32.7923,31.6949,34.0678,20.0339,14.2034,68.3051,37.7258,40.8027,5.7525,15.7191,28.0544,3.2463,54.5953,1.7548,9.27,1.01,0.39,5.85,0.55,0.14,40,54.7,6.56,35.8,0.68,42.6,41.8,52.9,,,,,,32.7,5.05,30.5,0.6,0.33,10.9,25.3,77.7,667000,26746,640254,314712,73528,241184,1290000,36270,1253730,1030000,47613,982387,
2/27/2014,F,0,Gos,GG,GG57,C1,No,GG57C1,M,F,0,NA,NA,3.4438,3.98,67.75,52.195,46.2496,24.3377,38.7086,22.6159,14.3377,75.6622,51.9432,33.707,6.577,7.7728,38.3532,3.5454,44.0689,2.1537,5.87,0.73,0.3,5.35,0.5,0.12,28,64.5,6.6,27.6,1.46,53.3,28,64.5,,0.002527108,26.7324,5.543225826,,42.6,9.02,24.7,0.78,3.35,18.9,7.2,88,509000,39177,469823,390415,86531,303884,1360000,43956,1316044,933000,73174,859826,
2/27/2014,F,0,Gos,GG,GG57,C2,No,GG57C2,F,F,0,NA,NA,5.6,3.61,71.2,49.612,49.4533,30.2879,40.9883,18.1301,10.5937,69.7121,45.0785,40.9772,4.6719,9.2725,43.7886,2.2011,42.3879,0.7837,6.25,0.54,0.12,5.44,1,0.15,35.9,57.2,6.29,31.4,0.84,51.8,35.9,57.2,,,,,,35.7,9.08,27.1,0.5,1.27,12.8,6.14,86.3,986000,33605,952395,318738,74203,244535,1090000,45200,1044800,592000,54764,537236,
2/27/2014,T,5,Gos,GG,GG57,E1,No,GG57E1,M,F,0,NA,NA,3.9858,3.82,66.53,33.6671,64.1844,32.0322,42.9988,16.3569,8.6121,67.9678,54.1111,36.3666,4.3549,5.1674,58.7927,3.19,28.0436,0.6057,5.95,1.17,0.33,5.22,0.73,0.097,19.2,73.2,3.41,23.3,0.56,62.4,19.6,74.9,,0.00214791,43.433,8.952747902,,49.5,10.3,16.6,0.84,0.96,10.5,8.24,81.5,426000,38500,387500,409000,79851,329149,1010000,42449,967551,879000,75247,803753,
2/27/2014,T,5,Gos,GG,GG57,E2,No,GG57E2,F,F,0,NA,NA,2.9534,2.55,67.76,26.1123,72.1918,36.243,38.4078,15.433,9.8464,63.6872,66.2794,27.1028,1.8439,4.7739,71.9168,1.6418,20.1413,0.3436,6.12,1.08,0.19,4.68,0.6,0.068,22.3,68.1,4.96,25.6,0.18,48.3,22.6,63.6,,0.003088005,21.7126,6.20027617,,39.4,11,19.2,0.91,0.74,19.8,10,76.9,371759,34196,337563,331238,77110,254128,674000,39727,634273,651000,45358,605642,
2/27/2014,T,5,Gos,GG,GG57,E3,No,GG57E3,M,F,0,NA,NA,8.096,3.25,61.7,50.7582,47.3465,30.5825,39.6191,19.0814,10.717,69.4175,56.1249,31.9456,6.285,5.6445,41.9145,2.3792,45.2416,0.5019,5.44,0.76,0.13,4.79,0.7,0.093,39.3,57.1,7.14,29.9,0.87,52.9,34.9,60.7,,0.007462203,11.9508,7.608620281,,42.6,7.22,35.4,0.29,1.36,17,7.95,93.9,728000,36284,691716,316517,78194,238323,980000,35163,944837,648000,69439,578561,
